,Sentence_id,Text,Target,Category,Polarity
1240,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",NULL,RESTAURANT#MISCELLANEOUS,negative
1241,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,FOOD#QUALITY,negative
1242,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,FOOD#QUALITY,negative
1243,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",egg custards,FOOD#QUALITY,negative
1244,498657:6,These are overpriced and you can get better just around the corner:,NULL,FOOD#PRICES,negative
1245,498657:6,These are overpriced and you can get better just around the corner:,NULL,FOOD#QUALITY,negative
1246,503807:1,I was pleasantly suprised.,NULL,RESTAURANT#GENERAL,positive
1247,503807:2,The food was exceptional.,food,FOOD#QUALITY,positive
1248,503807:4,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",braised lamb shank in red wine,FOOD#QUALITY,positive
1249,503807:5,The service was friendly and the atmosphere was casual.,service,SERVICE#GENERAL,positive
1250,503807:5,The service was friendly and the atmosphere was casual.,atmosphere,AMBIENCE#GENERAL,neutral
1251,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,FOOD#QUALITY,positive
1252,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,restaurant,AMBIENCE#GENERAL,negative
1253,505535:0,this little place has a cute interior decor and affordable city prices.,interior decor,AMBIENCE#GENERAL,positive
1254,505535:0,this little place has a cute interior decor and affordable city prices.,place,RESTAURANT#PRICES,positive
1255,505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.",pad se ew chicken,FOOD#QUALITY,positive
1256,505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.",pad thai,FOOD#QUALITY,negative
1257,507755:0,"Have eaten at Ginger House several times, and it's always good.",Ginger House,RESTAURANT#GENERAL,positive
1258,507755:1,The fried dumplings are GREAT!,fried dumplings,FOOD#QUALITY,positive
1259,507755:2,Finally a reliable Chinese restaurant!,Chinese restaurant,RESTAURANT#GENERAL,positive
1260,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,customer service,SERVICE#GENERAL,negative
1261,507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",NULL,SERVICE#GENERAL,negative
1262,507844:3,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",NULL,SERVICE#GENERAL,negative
1263,507844:4,"Terrible, terrible management - deserves to be shut-down.",management,SERVICE#GENERAL,negative
1264,507844:4,"Terrible, terrible management - deserves to be shut-down.",NULL,RESTAURANT#GENERAL,negative
1265,507937:0,Never fails to please.,NULL,RESTAURANT#GENERAL,positive
1266,507937:1,"delicious bagels, especially when right out of the oven.",bagels,FOOD#QUALITY,positive
1267,507937:2,Spreads and toppings are great - though a bit pricey.,Spreads,FOOD#QUALITY,positive
1268,507937:2,Spreads and toppings are great - though a bit pricey.,toppings,FOOD#QUALITY,positive
1269,507937:2,Spreads and toppings are great - though a bit pricey.,Spreads,FOOD#PRICES,negative
1270,507937:2,Spreads and toppings are great - though a bit pricey.,toppings,FOOD#PRICES,negative
1271,507937:3,Service is fast and friendly.,Service,SERVICE#GENERAL,positive
1272,507937:4,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",NULL,SERVICE#GENERAL,negative
1273,507937:5,But that is highly forgivable.,NULL,RESTAURANT#MISCELLANEOUS,positive
1274,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,FOOD#QUALITY,negative
1275,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",ambience,AMBIENCE#GENERAL,negative
1276,509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",NULL,RESTAURANT#MISCELLANEOUS,negative
1277,509227:3,"Rao is a good restaurant, but it's nothing special.",Rao,RESTAURANT#GENERAL,neutral
1278,511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,FOOD#QUALITY,positive
1279,511290:2,You must try the shrimp appetizers.,shrimp appetizers,FOOD#QUALITY,positive
1280,511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,NULL,FOOD#QUALITY,positive
1281,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,AMBIENCE#GENERAL,positive
1282,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,SERVICE#GENERAL,positive
1283,512294:0,"Great food, great prices, great service.",food,FOOD#QUALITY,positive
1284,512294:0,"Great food, great prices, great service.",NULL,RESTAURANT#PRICES,positive
1285,512294:0,"Great food, great prices, great service.",service,SERVICE#GENERAL,positive
1286,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",eats,FOOD#QUALITY,positive
1287,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",eats,FOOD#PRICES,positive
1288,512925:0,it's a perfect place to have a amanzing indian food.,indian food,FOOD#QUALITY,positive
1289,512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,cheff,FOOD#STYLE_OPTIONS,positive
1290,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",place,AMBIENCE#GENERAL,positive
1291,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",service,SERVICE#GENERAL,positive
1292,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagels,FOOD#QUALITY,negative
1293,513521:0,Great bagels made the old-fashioned way.,bagels,FOOD#QUALITY,positive
1294,513521:0,Great bagels made the old-fashioned way.,bagels,FOOD#STYLE_OPTIONS,positive
1295,513521:2,Drawbacks: service is slow and they don't toast!,service,SERVICE#GENERAL,negative
1296,519425:0,The food was absolutely amazing!!,food,FOOD#QUALITY,positive
1297,519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!!,baked clams octopus,FOOD#QUALITY,positive
1298,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",lamb,FOOD#QUALITY,positive
1299,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",dessert,FOOD#QUALITY,positive
1300,519425:3,The waiter was attentive.,waiter,SERVICE#GENERAL,positive
1301,519425:4,The place itself is beautiful the bar scene seems to be happening.,place,AMBIENCE#GENERAL,positive
1302,519425:4,The place itself is beautiful the bar scene seems to be happening.,bar scene,AMBIENCE#GENERAL,positive
1303,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",Appetizers,FOOD#QUALITY,neutral
1304,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",waiter,SERVICE#GENERAL,negative
1305,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",potato stuff kanish,FOOD#QUALITY,positive
1306,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon,FOOD#QUALITY,negative
1307,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",chicken,FOOD#QUALITY,positive
1308,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",servings for main entree,FOOD#GENERAL,negative
1309,521916:2,Dessert is a joke...dont bother,Dessert,FOOD#QUALITY,negative
1310,527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,SERVICE#GENERAL,positive
1311,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",restaurant,AMBIENCE#GENERAL,positive
1312,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",portions,FOOD#STYLE_OPTIONS,positive
1313,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",veal,FOOD#STYLE_OPTIONS,positive
1314,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,FOOD#QUALITY,positive
1315,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,FOOD#QUALITY,positive
1316,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",pasta mains,FOOD#QUALITY,positive
1317,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",pasta mains,FOOD#STYLE_OPTIONS,positive
1318,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,DRINKS#STYLE_OPTIONS,positive
1319,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,FOOD#PRICES,positive
1320,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",NULL,RESTAURANT#PRICES,neutral
1321,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,DRINKS#STYLE_OPTIONS,positive
1322,528251:0,Fantastic place.,place,RESTAURANT#GENERAL,positive
1323,528251:1,Cute and decorative.,NULL,AMBIENCE#GENERAL,positive
1324,528251:2,A pleasant surprise.,NULL,RESTAURANT#GENERAL,positive
1325,528251:3,Go there to relax and feel like your somewhere else.,NULL,AMBIENCE#GENERAL,positive
1326,530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,Lucky Strike,RESTAURANT#GENERAL,positive
1327,530517:2,"Great food, great decor, great service.",food,FOOD#QUALITY,positive
1328,530517:2,"Great food, great decor, great service.",decor,AMBIENCE#GENERAL,positive
1329,530517:2,"Great food, great decor, great service.",service,SERVICE#GENERAL,positive
1330,530517:3,I recommend it!,NULL,RESTAURANT#GENERAL,positive
1331,535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,RESTAURANT#MISCELLANEOUS,positive
1332,535086:1,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,DRINKS#QUALITY,positive
1333,535086:2,Guaranteed to be a tasty experience!),NULL,DRINKS#QUALITY,positive
1334,535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,spot,RESTAURANT#MISCELLANEOUS,positive
1335,535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,Heartland Brewery,RESTAURANT#GENERAL,positive
1336,535086:5,All the people that I bring there go back on their own and bring THEIR friends!,NULL,RESTAURANT#MISCELLANEOUS,positive
1337,535086:6,Go there once and oh yes...you will go back...you will...,NULL,RESTAURANT#GENERAL,positive
1338,535171:0,What a great place!,place,RESTAURANT#GENERAL,positive
1339,535171:1,Not the typical NYC gimmick theme restaurant.,restaurant,AMBIENCE#GENERAL,positive
1340,535171:2,"A cool bar with great food, and tons of excellent beer.",bar,AMBIENCE#GENERAL,positive
1341,535171:2,"A cool bar with great food, and tons of excellent beer.",food,FOOD#QUALITY,positive
1342,535171:2,"A cool bar with great food, and tons of excellent beer.",beer,DRINKS#QUALITY,positive
1343,535171:2,"A cool bar with great food, and tons of excellent beer.",beer,DRINKS#STYLE_OPTIONS,positive
1344,535171:3,And even with it's Pub atmosphere they were great to my kids too!,NULL,SERVICE#GENERAL,positive
1345,535171:4,Loved it!,NULL,RESTAURANT#GENERAL,positive
1346,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,FOOD#QUALITY,positive
1347,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,FOOD#STYLE_OPTIONS,positive
1348,535248:2,It is expensive but well worth the money.,NULL,RESTAURANT#PRICES,negative
1349,535248:2,It is expensive but well worth the money.,NULL,RESTAURANT#GENERAL,positive
1350,535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",Corona,RESTAURANT#GENERAL,positive
1351,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,food,FOOD#QUALITY,positive
1352,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,service,SERVICE#GENERAL,positive
1353,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,SERVICE#GENERAL,positive
1354,536919:2,Wonderful at holiday time.,NULL,RESTAURANT#MISCELLANEOUS,positive
1355,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,AMBIENCE#GENERAL,positive
1356,541532:1,Service was very prompt but slightly rushed.,Service,SERVICE#GENERAL,positive
1357,541532:2,"Food was very good, but not what I would consider out of this world.",Food,FOOD#QUALITY,neutral
1358,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,NULL,AMBIENCE#GENERAL,positive
1359,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,NULL,RESTAURANT#MISCELLANEOUS,negative
1360,553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,NULL,RESTAURANT#MISCELLANEOUS,positive
1361,553097:1,Too bad the food wasn't of the same heritage.,food,FOOD#QUALITY,negative
1362,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,FOOD#QUALITY,negative
1363,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,FOOD#QUALITY,negative
1364,553097:3,A real dissapointment.,NULL,FOOD#QUALITY,negative
1365,553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,FOOD#QUALITY,negative
1366,553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,NULL,FOOD#QUALITY,negative
1367,553097:6,Priced at upper intermediate range.,NULL,RESTAURANT#PRICES,negative
1368,555734:0,I really liked this place.,place,RESTAURANT#GENERAL,positive
1369,555734:1,"Everything I had was good, and I'm a eater.",NULL,FOOD#QUALITY,positive
1370,555734:2,It was pretty inexpensive too.,NULL,RESTAURANT#PRICES,positive
1371,558423:0,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,FOOD#QUALITY,positive
1372,558423:0,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,FOOD#STYLE_OPTIONS,positive
1373,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,FOOD#QUALITY,positive
1374,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),FOOD#QUALITY,positive
1375,558423:2,It's great to go for a quick lunch either alone or with a friend.,NULL,RESTAURANT#MISCELLANEOUS,positive
1376,558423:3,It's definately not a place to go if you want to impress someone.,place,RESTAURANT#MISCELLANEOUS,negative
1377,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,FOOD#QUALITY,positive
1378,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",decor,AMBIENCE#GENERAL,neutral
1379,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,FOOD#PRICES,positive
1380,558423:5,Quick and friendly service.,service,SERVICE#GENERAL,positive
1381,558423:6,This is one of the best comfort food places in the city.,NULL,RESTAURANT#GENERAL,positive
1382,558423:7,It's somewhere you can eat and be happy.,NULL,RESTAURANT#GENERAL,positive
1383,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",main dining room,AMBIENCE#GENERAL,positive
1384,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",ceiling,AMBIENCE#GENERAL,positive
1385,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,FOOD#QUALITY,positive
1386,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,FOOD#STYLE_OPTIONS,positive
1387,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,SERVICE#GENERAL,positive
1388,561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",patio,AMBIENCE#GENERAL,positive
1389,565344:0,I recently tried Suan and I thought that it was great.,Suan,RESTAURANT#GENERAL,positive
1390,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,FOOD#STYLE_OPTIONS,positive
1391,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,place,RESTAURANT#GENERAL,positive
1392,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,FOOD#PRICES,positive
1393,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,SERVICE#GENERAL,positive
1394,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,FOOD#QUALITY,positive
1395,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot sauce,FOOD#QUALITY,positive
1396,565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,NULL,RESTAURANT#GENERAL,positive
1397,571962:0,They all know you.,NULL,SERVICE#GENERAL,positive
1398,571962:1,Good food.,food,FOOD#QUALITY,positive
1399,571962:2,Good drink.,drink,DRINKS#QUALITY,positive
1400,571962:3,How do you rate home?,NULL,RESTAURANT#MISCELLANEOUS,positive
1401,578016:0,I have never had cheescake like this.,cheescake,FOOD#QUALITY,positive
1402,578016:1,I thought I had died and gone to heaven.,NULL,FOOD#QUALITY,positive
1403,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,RESTAURANT#GENERAL,positive
1404,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,RESTAURANT#MISCELLANEOUS,positive
1405,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,NULL,AMBIENCE#GENERAL,positive
1406,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,AMBIENCE#GENERAL,positive
1407,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,food,FOOD#QUALITY,positive
1408,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,wines,DRINKS#STYLE_OPTIONS,positive
1409,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,wines,DRINKS#PRICES,positive
1410,584025:3,Have been several times and it never dissapoints.,NULL,RESTAURANT#GENERAL,positive
1411,608500:1,We were less than impressed.,NULL,RESTAURANT#GENERAL,negative
1412,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,AMBIENCE#GENERAL,positive
1413,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,AMBIENCE#GENERAL,positive
1414,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,FOOD#QUALITY,negative
1415,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,SERVICE#GENERAL,negative
1416,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,FOOD#QUALITY,negative
1417,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,FOOD#STYLE_OPTIONS,negative
1418,608500:4,Probably would not go again...,NULL,RESTAURANT#GENERAL,negative
1419,610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",food,FOOD#QUALITY,positive
1420,610611:1,"stick with the chicken, beef, and lamb dishes.",chicken,FOOD#QUALITY,positive
1421,610611:1,"stick with the chicken, beef, and lamb dishes.",beef,FOOD#QUALITY,positive
1422,610611:1,"stick with the chicken, beef, and lamb dishes.",lamb dishes,FOOD#QUALITY,positive
1423,610611:4,"service is friendly, and never had a problem walking in and getting a table.",service,SERVICE#GENERAL,positive
1424,610611:4,"service is friendly, and never had a problem walking in and getting a table.",NULL,RESTAURANT#MISCELLANEOUS,positive
1425,610611:6,skip dessert.,dessert,FOOD#QUALITY,negative
1426,611117:0,Best Reuben sandwich ever!,Reuben sandwich,FOOD#QUALITY,positive
1427,611117:1,A classic!,NULL,FOOD#QUALITY,positive
1428,611117:2,Don't miss Bloom's on your next trip to Manhatten.,Bloom's,RESTAURANT#GENERAL,positive
1429,611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",place,RESTAURANT#MISCELLANEOUS,positive
1430,611117:4,Thanks Bloom's for a lovely trip.,Bloom's,RESTAURANT#GENERAL,positive
1431,615180:1,"The food was not fresh, the sauces were bland and very oily.",food,FOOD#QUALITY,negative
1432,615180:1,"The food was not fresh, the sauces were bland and very oily.",sauces,FOOD#QUALITY,negative
1433,615180:2,It just wasn't Thai.,NULL,FOOD#QUALITY,negative
1434,620892:1,Was surprisingly disappointed.,NULL,FOOD#QUALITY,negative
1435,620892:2,Pizza was a little soggy.,Pizza,FOOD#QUALITY,negative
1436,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,Ravioli,FOOD#QUALITY,positive
1437,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,NULL,FOOD#PRICES,negative
1438,620892:4,Not enough wines by the glass either.,wines by the glass,DRINKS#STYLE_OPTIONS,negative
1439,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",Service,SERVICE#GENERAL,positive
1440,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",setting/atmosphere,AMBIENCE#GENERAL,positive
1441,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food,FOOD#QUALITY,neutral
1442,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",NULL,RESTAURANT#PRICES,negative
1443,624715:0,This place is a great bargain.,place,RESTAURANT#PRICES,positive
1444,624715:1,Authentic Pakistani food.,Pakistani food,FOOD#QUALITY,positive
1445,624715:2,People are always friendly.,People,SERVICE#GENERAL,positive
1446,624715:4,"Just straight up cheap, good food.",food,FOOD#QUALITY,positive
1447,624715:4,"Just straight up cheap, good food.",food,FOOD#PRICES,positive
1448,626269:0,Faan is sooo good.,Faan,RESTAURANT#GENERAL,positive
1449,626269:1,The best pad thai i've ever had.,pad thai,FOOD#QUALITY,positive
1450,626269:2,The design and atmosphere is just as good.,design,AMBIENCE#GENERAL,positive
1451,626269:2,The design and atmosphere is just as good.,atmosphere,AMBIENCE#GENERAL,positive
1452,626269:3,bottles of wine are cheap and good.,bottles of wine,DRINKS#PRICES,positive
1453,626269:3,bottles of wine are cheap and good.,bottles of wine,DRINKS#QUALITY,positive
1454,626269:4,What more could you want?,NULL,RESTAURANT#GENERAL,positive
1455,630914:0,The food was actually aweful.,food,FOOD#QUALITY,negative
1456,630914:1,I'm not picky - but it was actually gross.,NULL,FOOD#QUALITY,negative
1457,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",mussles,FOOD#QUALITY,negative
1458,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",seabass,FOOD#QUALITY,negative
1459,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",goat cheese salad,FOOD#QUALITY,negative
1460,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",penne w/ chicken,FOOD#QUALITY,negative
1461,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",NULL,FOOD#QUALITY,negative
1462,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere,AMBIENCE#GENERAL,positive
1463,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",service,SERVICE#GENERAL,positive
1464,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",desert,FOOD#QUALITY,positive
1465,630914:4,Wouldn't recomend it for dinner!,NULL,RESTAURANT#GENERAL,negative
1466,632121:0,This is the perfect date spot for Williamsburg couples.,NULL,RESTAURANT#MISCELLANEOUS,positive
1467,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,jukebox,AMBIENCE#GENERAL,positive
1468,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",food,FOOD#QUALITY,positive
1469,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",pastas,FOOD#STYLE_OPTIONS,positive
1470,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",pizza,FOOD#QUALITY,positive
1471,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,AMBIENCE#GENERAL,positive
1472,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",owner,SERVICE#GENERAL,positive
1473,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",service,SERVICE#GENERAL,positive
1474,632121:4,"If only they delivered, they'd make a mint!",NULL,RESTAURANT#MISCELLANEOUS,neutral
1475,657129:0,go here for the drinks!,drinks,DRINKS#QUALITY,positive
1476,657129:3,the drinks are amazing and half off till 8pm.,drinks,DRINKS#QUALITY,positive
1477,657129:3,the drinks are amazing and half off till 8pm.,drinks,DRINKS#PRICES,positive
1478,657129:4,"Ask for Usha, the nicest bartender in manhattan.",Usha,SERVICE#GENERAL,positive
1479,657129:5,My fav was the sassy lassi...,sassy lassi,DRINKS#QUALITY,positive
1480,680345:0,This is an amazing place to try some roti rolls.,roti rolls,FOOD#QUALITY,positive
1481,680345:1,I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls,FOOD#QUALITY,positive
1482,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",spices,FOOD#QUALITY,positive
1483,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",onions,FOOD#QUALITY,positive
1484,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",eggs,FOOD#QUALITY,positive
1485,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",roti,FOOD#QUALITY,positive
1486,680345:3,Amazing!,NULL,FOOD#QUALITY,positive
1487,680390:0,"Toons has recently been redone, so it's now a very attractive space.",Toons,AMBIENCE#GENERAL,positive
1488,680390:1,The food's as good as ever.,food,FOOD#QUALITY,positive
1489,680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,FOOD#QUALITY,positive
1490,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",decor,AMBIENCE#GENERAL,positive
1491,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",service,SERVICE#GENERAL,positive
1492,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",food,FOOD#QUALITY,positive
1493,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,FOOD#STYLE_OPTIONS,neutral
1494,682250:3,Can't wait to go back.,NULL,RESTAURANT#GENERAL,positive
1495,682391:0,Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,FOOD#QUALITY,positive
1496,682391:0,Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,FOOD#QUALITY,positive
1497,682391:1,Beef noodle soup is good as well.,Beef noodle soup,FOOD#QUALITY,positive
1498,682391:2,The service is good and the resturant is clean.,service,SERVICE#GENERAL,positive
1499,682391:2,The service is good and the resturant is clean.,resturant,AMBIENCE#GENERAL,positive
1500,682391:3,Best Taiwanese food in NY!,Taiwanese food,FOOD#QUALITY,positive
1501,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,Rao's,RESTAURANT#GENERAL,positive
1502,707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",NULL,RESTAURANT#MISCELLANEOUS,positive
1503,707917:2,Rao's has the best service and atmosphere in NYC.,service,SERVICE#GENERAL,positive
